We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [`@+%|] = [{&$]: AB + CD = EFG  (r.len=3, sym=['A', 'B', 'C', 'D', 'E', 'F', 'G'], |sym|=7)
fact1 ['{+@`] = [{{`]: HE + BA = EEA  (r.len=3, sym=['A', 'B', 'E', 'H'], |sym|=4)
fact2 [`'*#@] = [`'#@]: AH * JB = AHJB  (r.len=4, sym=['A', 'B', 'H', 'J'], |sym|=4)
fact3 [''+%'] = [##]: HH + CH = JJ  (r.len=2, sym=['C', 'H', 'J'], |sym|=3)
  R3218: concat(63,48) = 6348 -> J=4,H=3,B=8,A=6
  R3219: concat(63,49) = 6349 -> J=4,H=3,B=9,A=6
  R3220: concat(63,50) = 6350 -> J=5,H=3,B=0,A=6
  R3221: concat(63,51) = 6351 -> J=5,H=3,B=1,A=6
  R3222: concat(63,52) = 6352 -> J=5,H=3,B=2,A=6
  R3223: concat(63,54) = 6354 -> J=5,H=3,B=4,A=6
  R3224: concat(63,57) = 6357 -> J=5,H=3,B=7,A=6
  R3225: concat(63,58) = 6358 -> J=5,H=3,B=8,A=6
  R3226: concat(63,59) = 6359 -> J=5,H=3,B=9,A=6
  R3227: concat(63,70) = 6370 -> J=7,H=3,B=0,A=6
  R3228: concat(63,71) = 6371 -> J=7,H=3,B=1,A=6
  R3229: concat(63,72) = 6372 -> J=7,H=3,B=2,A=6
  R3230: concat(63,74) = 6374 -> J=7,H=3,B=4,A=6
  R3231: concat(63,75) = 6375 -> J=7,H=3,B=5,A=6
  R3232: concat(63,78) = 6378 -> J=7,H=3,B=8,A=6
  R3233: concat(63,79) = 6379 -> J=7,H=3,B=9,A=6
  R3234: concat(63,80) = 6380 -> J=8,H=3,B=0,A=6
  R3235: concat(63,81) = 6381 -> J=8,H=3,B=1,A=6
  R3236: concat(63,82) = 6382 -> J=8,H=3,B=2,A=6
  R3237: concat(63,84) = 6384 -> J=8,H=3,B=4,A=6
  R3238: concat(63,85) = 6385 -> J=8,H=3,B=5,A=6
  R3239: concat(63,87) = 6387 -> J=8,H=3,B=7,A=6
  R3240: concat(63,89) = 6389 -> J=8,H=3,B=9,A=6
  R3241: concat(63,90) = 6390 -> J=9,H=3,B=0,A=6
  R3242: concat(63,91) = 6391 -> J=9,H=3,B=1,A=6
  R3243: concat(63,92) = 6392 -> J=9,H=3,B=2,A=6
  R3244: concat(63,94) = 6394 -> J=9,H=3,B=4,A=6
  R3245: concat(63,95) = 6395 -> J=9,H=3,B=5,A=6
  R3246: concat(63,97) = 6397 -> J=9,H=3,B=7,A=6
  R3247: concat(63,98) = 6398 -> J=9,H=3,B=8,A=6
  R3248: concat(64,01) = 6401 -> J=0,H=4,B=1,A=6
  R3249: concat(64,02) = 6402 -> J=0,H=4,B=2,A=6
  R3250: concat(64,03) = 6403 -> J=0,H=4,B=3,A=6
  R3251: concat(64,05) = 6405 -> J=0,H=4,B=5,A=6
  R3252: concat(64,07) = 6407 -> J=0,H=4,B=7,A=6
  R3253: concat(64,08) = 6408 -> J=0,H=4,B=8,A=6
  R3254: concat(64,09) = 6409 -> J=0,H=4,B=9,A=6
  R3255: concat(64,10) = 6410 -> J=1,H=4,B=0,A=6
  R3256: concat(64,12) = 6412 -> J=1,H=4,B=2,A=6
  R3257: concat(64,13) = 6413 -> J=1,H=4,B=3,A=6
  R3258: concat(64,15) = 6415 -> J=1,H=4,B=5,A=6
  R3259: concat(64,17) = 6417 -> J=1,H=4,B=7,A=6
  R3260: concat(64,18) = 6418 -> J=1,H=4,B=8,A=6
  R3261: concat(64,19) = 6419 -> J=1,H=4,B=9,A=6
  R3262: concat(64,20) = 6420 -> J=2,H=4,B=0,A=6
  R3263: concat(64,21) = 6421 -> J=2,H=4,B=1,A=6
  R3264: concat(64,23) = 6423 -> J=2,H=4,B=3,A=6
  R3265: concat(64,25) = 6425 -> J=2,H=4,B=5,A=6
  R3266: concat(64,27) = 6427 -> J=2,H=4,B=7,A=6
  R3267: concat(64,28) = 6428 -> J=2,H=4,B=8,A=6
  R3268: concat(64,29) = 6429 -> J=2,H=4,B=9,A=6
  R3269: concat(64,30) = 6430 -> J=3,H=4,B=0,A=6
  R3270: concat(64,31) = 6431 -> J=3,H=4,B=1,A=6
  R3271: concat(64,32) = 6432 -> J=3,H=4,B=2,A=6
  R3272: concat(64,35) = 6435 -> J=3,H=4,B=5,A=6
  R3273: concat(64,37) = 6437 -> J=3,H=4,B=7,A=6
  R3274: concat(64,38) = 6438 -> J=3,H=4,B=8,A=6
  R3275: concat(64,39) = 6439 -> J=3,H=4,B=9,A=6
  R3276: concat(64,50) = 6450 -> J=5,H=4,B=0,A=6
  R3277: concat(64,51) = 6451 -> J=5,H=4,B=1,A=6
  R3278: concat(64,52) = 6452 -> J=5,H=4,B=2,A=6
  R3279: concat(64,53) = 6453 -> J=5,H=4,B=3,A=6
  R3280: concat(64,57) = 6457 -> J=5,H=4,B=7,A=6
  R3281: concat(64,58) = 6458 -> J=5,H=4,B=8,A=6
  R3282: concat(64,59) = 6459 -> J=5,H=4,B=9,A=6
  R3283: concat(64,70) = 6470 -> J=7,H=4,B=0,A=6
  R3284: concat(64,71) = 6471 -> J=7,H=4,B=1,A=6
  R3285: concat(64,72) = 6472 -> J=7,H=4,B=2,A=6
  R3286: concat(64,73) = 6473 -> J=7,H=4,B=3,A=6
  R3287: concat(64,75) = 6475 -> J=7,H=4,B=5,A=6
  R3288: concat(64,78) = 6478 -> J=7,H=4,B=8,A=6
  R3289: concat(64,79) = 6479 -> J=7,H=4,B=9,A=6
  R3290: concat(64,80) = 6480 -> J=8,H=4,B=0,A=6
  R3291: concat(64,81) = 6481 -> J=8,H=4,B=1,A=6
  R3292: concat(64,82) = 6482 -> J=8,H=4,B=2,A=6
  R3293: concat(64,83) = 6483 -> J=8,H=4,B=3,A=6
  R3294: concat(64,85) = 6485 -> J=8,H=4,B=5,A=6
  R3295: concat(64,87) = 6487 -> J=8,H=4,B=7,A=6
  R3296: concat(64,89) = 6489 -> J=8,H=4,B=9,A=6
  R3297: concat(64,90) = 6490 -> J=9,H=4,B=0,A=6
  R3298: concat(64,91) = 6491 -> J=9,H=4,B=1,A=6
  R3299: concat(64,92) = 6492 -> J=9,H=4,B=2,A=6
  R3300: concat(64,93) = 6493 -> J=9,H=4,B=3,A=6
  R3301: concat(64,95) = 6495 -> J=9,H=4,B=5,A=6
  R3302: concat(64,97) = 6497 -> J=9,H=4,B=7,A=6
  R3303: concat(64,98) = 6498 -> J=9,H=4,B=8,A=6
  R3304: concat(65,01) = 6501 -> J=0,H=5,B=1,A=6
  R3305: concat(65,02) = 6502 -> J=0,H=5,B=2,A=6
  R3306: concat(65,03) = 6503 -> J=0,H=5,B=3,A=6
  R3307: concat(65,04) = 6504 -> J=0,H=5,B=4,A=6
  R3308: concat(65,07) = 6507 -> J=0,H=5,B=7,A=6
  R3309: concat(65,08) = 6508 -> J=0,H=5,B=8,A=6
  R3310: concat(65,09) = 6509 -> J=0,H=5,B=9,A=6
  R3311: concat(65,10) = 6510 -> J=1,H=5,B=0,A=6
  R3312: concat(65,12) = 6512 -> J=1,H=5,B=2,A=6
  R3313: concat(65,13) = 6513 -> J=1,H=5,B=3,A=6
  R3314: concat(65,14) = 6514 -> J=1,H=5,B=4,A=6
  R3315: concat(65,17) = 6517 -> J=1,H=5,B=7,A=6
  R3316: concat(65,18) = 6518 -> J=1,H=5,B=8,A=6
  R3317: concat(65,19) = 6519 -> J=1,H=5,B=9,A=6
  R3318: concat(65,20) = 6520 -> J=2,H=5,B=0,A=6
  R3319: concat(65,21) = 6521 -> J=2,H=5,B=1,A=6
  R3320: concat(65,23) = 6523 -> J=2,H=5,B=3,A=6
  R3321: concat(65,24) = 6524 -> J=2,H=5,B=4,A=6
  R3322: concat(65,27) = 6527 -> J=2,H=5,B=7,A=6
  R3323: concat(65,28) = 6528 -> J=2,H=5,B=8,A=6
  R3324: concat(65,29) = 6529 -> J=2,H=5,B=9,A=6
  R3325: concat(65,30) = 6530 -> J=3,H=5,B=0,A=6
  R3326: concat(65,31) = 6531 -> J=3,H=5,B=1,A=6
  R3327: concat(65,32) = 6532 -> J=3,H=5,B=2,A=6
  R3328: concat(65,34) = 6534 -> J=3,H=5,B=4,A=6
  R3329: concat(65,37) = 6537 -> J=3,H=5,B=7,A=6
  R3330: concat(65,38) = 6538 -> J=3,H=5,B=8,A=6
  R3331: concat(65,39) = 6539 -> J=3,H=5,B=9,A=6
  R3332: concat(65,40) = 6540 -> J=4,H=5,B=0,A=6
  R3333: concat(65,41) = 6541 -> J=4,H=5,B=1,A=6
  R3334: concat(65,42) = 6542 -> J=4,H=5,B=2,A=6
  R3335: concat(65,43) = 6543 -> J=4,H=5,B=3,A=6
  R3336: concat(65,47) = 6547 -> J=4,H=5,B=7,A=6
  R3337: concat(65,48) = 6548 -> J=4,H=5,B=8,A=6
  R3338: concat(65,49) = 6549 -> J=4,H=5,B=9,A=6
  R3339: concat(65,70) = 6570 -> J=7,H=5,B=0,A=6
  R3340: concat(65,71) = 6571 -> J=7,H=5,B=1,A=6
  R3341: concat(65,72) = 6572 -> J=7,H=5,B=2,A=6
  R3342: concat(65,73) = 6573 -> J=7,H=5,B=3,A=6
  R3343: concat(65,74) = 6574 -> J=7,H=5,B=4,A=6
  R3344: concat(65,78) = 6578 -> J=7,H=5,B=8,A=6
  R3345: concat(65,79) = 6579 -> J=7,H=5,B=9,A=6
  R3346: concat(65,80) = 6580 -> J=8,H=5,B=0,A=6
  R3347: concat(65,81) = 6581 -> J=8,H=5,B=1,A=6
  R3348: concat(65,82) = 6582 -> J=8,H=5,B=2,A=6
  R3349: concat(65,83) = 6583 -> J=8,H=5,B=3,A=6
  R3350: concat(65,84) = 6584 -> J=8,H=5,B=4,A=6
  R3351: concat(65,87) = 6587 -> J=8,H=5,B=7,A=6
  R3352: concat(65,89) = 6589 -> J=8,H=5,B=9,A=6
  R3353: concat(65,90) = 6590 -> J=9,H=5,B=0,A=6
  R3354: concat(65,91) = 6591 -> J=9,H=5,B=1,A=6
  R3355: concat(65,92) = 6592 -> J=9,H=5,B=2,A=6
  R3356: concat(65,93) = 6593 -> J=9,H=5,B=3,A=6
  R3357: concat(65,94) = 6594 -> J=9,H=5,B=4,A=6
  R3358: concat(65,97) = 6597 -> J=9,H=5,B=7,A=6
  R3359: concat(65,98) = 6598 -> J=9,H=5,B=8,A=6
  R3360: concat(67,01) = 6701 -> J=0,H=7,B=1,A=6
  R3361: concat(67,02) = 6702 -> J=0,H=7,B=2,A=6
  R3362: concat(67,03) = 6703 -> J=0,H=7,B=3,A=6
  R3363: concat(67,04) = 6704 -> J=0,H=7,B=4,A=6
  R3364: concat(67,05) = 6705 -> J=0,H=7,B=5,A=6
  R3365: concat(67,08) = 6708 -> J=0,H=7,B=8,A=6
  R3366: concat(67,09) = 6709 -> J=0,H=7,B=9,A=6
  R3367: concat(67,10) = 6710 -> J=1,H=7,B=0,A=6
  R3368: concat(67,12) = 6712 -> J=1,H=7,B=2,A=6
  R3369: concat(67,13) = 6713 -> J=1,H=7,B=3,A=6
  R3370: concat(67,14) = 6714 -> J=1,H=7,B=4,A=6
  R3371: concat(67,15) = 6715 -> J=1,H=7,B=5,A=6
  R3372: concat(67,18) = 6718 -> J=1,H=7,B=8,A=6
  R3373: concat(67,19) = 6719 -> J=1,H=7,B=9,A=6
  R3374: concat(67,20) = 6720 -> J=2,H=7,B=0,A=6
  R3375: concat(67,21) = 6721 -> J=2,H=7,B=1,A=6
  R3376: concat(67,23) = 6723 -> J=2,H=7,B=3,A=6
  R3377: concat(67,24) = 6724 -> J=2,H=7,B=4,A=6
  R3378: concat(67,25) = 6725 -> J=2,H=7,B=5,A=6
  R3379: concat(67,28) = 6728 -> J=2,H=7,B=8,A=6
  R3380: concat(67,29) = 6729 -> J=2,H=7,B=9,A=6
  R3381: concat(67,30) = 6730 -> J=3,H=7,B=0,A=6
  R3382: concat(67,31) = 6731 -> J=3,H=7,B=1,A=6
  R3383: concat(67,32) = 6732 -> J=3,H=7,B=2,A=6
  R3384: concat(67,34) = 6734 -> J=3,H=7,B=4,A=6
  R3385: concat(67,35) = 6735 -> J=3,H=7,B=5,A=6
  R3386: concat(67,38) = 6738 -> J=3,H=7,B=8,A=6
  R3387: concat(67,39) = 6739 -> J=3,H=7,B=9,A=6
  R3388: concat(67,40) = 6740 -> J=4,H=7,B=0,A=6
  R3389: concat(67,41) = 6741 -> J=4,H=7,B=1,A=6
  R3390: concat(67,42) = 6742 -> J=4,H=7,B=2,A=6
  R3391: concat(67,43) = 6743 -> J=4,H=7,B=3,A=6
  R3392: concat(67,45) = 6745 -> J=4,H=7,B=5,A=6
  R3393: concat(67,48) = 6748 -> J=4,H=7,B=8,A=6
  R3394: concat(67,49) = 6749 -> J=4,H=7,B=9,A=6
  R3395: concat(67,50) = 6750 -> J=5,H=7,B=0,A=6
  R3396: concat(67,51) = 6751 -> J=5,H=7,B=1,A=6
  R3397: concat(67,52) = 6752 -> J=5,H=7,B=2,A=6
  R3398: concat(67,53) = 6753 -> J=5,H=7,B=3,A=6
  R3399: concat(67,54) = 6754 -> J=5,H=7,B=4,A=6
  R3400: concat(67,58) = 6758 -> J=5,H=7,B=8,A=6
  R3401: concat(67,59) = 6759 -> J=5,H=7,B=9,A=6
  R3402: concat(67,80) = 6780 -> J=8,H=7,B=0,A=6
  R3403: concat(67,81) = 6781 -> J=8,H=7,B=1,A=6
  R3404: concat(67,82) = 6782 -> J=8,H=7,B=2,A=6
  R3405: concat(67,83) = 6783 -> J=8,H=7,B=3,A=6
  R3406: concat(67,84) = 6784 -> J=8,H=7,B=4,A=6
  R3407: concat(67,85) = 6785 -> J=8,H=7,B=5,A=6
  R3408: concat(67,89) = 6789 -> J=8,H=7,B=9,A=6
  R3409: concat(67,90) = 6790 -> J=9,H=7,B=0,A=6
  R3410: concat(67,91) = 6791 -> J=9,H=7,B=1,A=6
  R3411: concat(67,92) = 6792 -> J=9,H=7,B=2,A=6
  R3412: concat(67,93) = 6793 -> J=9,H=7,B=3,A=6
  R3413: concat(67,94) = 6794 -> J=9,H=7,B=4,A=6
  R3414: concat(67,95) = 6795 -> J=9,H=7,B=5,A=6
  R3415: concat(67,98) = 6798 -> J=9,H=7,B=8,A=6
  R3416: concat(68,01) = 6801 -> J=0,H=8,B=1,A=6
  R3417: concat(68,02) = 6802 -> J=0,H=8,B=2,A=6
  R3418: concat(68,03) = 6803 -> J=0,H=8,B=3,A=6
  R3419: concat(68,04) = 6804 -> J=0,H=8,B=4,A=6
  R3420: concat(68,05) = 6805 -> J=0,H=8,B=5,A=6
  R3421: concat(68,07) = 6807 -> J=0,H=8,B=7,A=6
  R3422: concat(68,09) = 6809 -> J=0,H=8,B=9,A=6
  R3423: concat(68,10) = 6810 -> J=1,H=8,B=0,A=6
  R3424: concat(68,12) = 6812 -> J=1,H=8,B=2,A=6
  R3425: concat(68,13) = 6813 -> J=1,H=8,B=3,A=6
  R3426: concat(68,14) = 6814 -> J=1,H=8,B=4,A=6
  R3427: concat(68,15) = 6815 -> J=1,H=8,B=5,A=6
  R3428: concat(68,17) = 6817 -> J=1,H=8,B=7,A=6
  R3429: concat(68,19) = 6819 -> J=1,H=8,B=9,A=6
  R3430: concat(68,20) = 6820 -> J=2,H=8,B=0,A=6
  R3431: concat(68,21) = 6821 -> J=2,H=8,B=1,A=6
  R3432: concat(68,23) = 6823 -> J=2,H=8,B=3,A=6
  R3433: concat(68,24) = 6824 -> J=2,H=8,B=4,A=6
  R3434: concat(68,25) = 6825 -> J=2,H=8,B=5,A=6
  R3435: concat(68,27) = 6827 -> J=2,H=8,B=7,A=6
  R3436: concat(68,29) = 6829 -> J=2,H=8,B=9,A=6
  R3437: concat(68,30) = 6830 -> J=3,H=8,B=0,A=6
  R3438: concat(68,31) = 6831 -> J=3,H=8,B=1,A=6
  R3439: concat(68,32) = 6832 -> J=3,H=8,B=2,A=6
  R3440: concat(68,34) = 6834 -> J=3,H=8,B=4,A=6
  R3441: concat(68,35) = 6835 -> J=3,H=8,B=5,A=6
  R3442: concat(68,37) = 6837 -> J=3,H=8,B=7,A=6
  R3443: concat(68,39) = 6839 -> J=3,H=8,B=9,A=6
  R3444: concat(68,40) = 6840 -> J=4,H=8,B=0,A=6
  R3445: concat(68,41) = 6841 -> J=4,H=8,B=1,A=6
  R3446: concat(68,42) = 6842 -> J=4,H=8,B=2,A=6
  R3447: concat(68,43) = 6843 -> J=4,H=8,B=3,A=6
  R3448: concat(68,45) = 6845 -> J=4,H=8,B=5,A=6
  R3449: concat(68,47) = 6847 -> J=4,H=8,B=7,A=6
  R3450: concat(68,49) = 6849 -> J=4,H=8,B=9,A=6
  R3451: concat(68,50) = 6850 -> J=5,H=8,B=0,A=6
  R3452: concat(68,51) = 6851 -> J=5,H=8,B=1,A=6
  R3453: concat(68,52) = 6852 -> J=5,H=8,B=2,A=6
  R3454: concat(68,53) = 6853 -> J=5,H=8,B=3,A=6
  R3455: concat(68,54) = 6854 -> J=5,H=8,B=4,A=6
  R3456: concat(68,57) = 6857 -> J=5,H=8,B=7,A=6
  R3457: concat(68,59) = 6859 -> J=5,H=8,B=9,A=6
  R3458: concat(68,70) = 6870 -> J=7,H=8,B=0,A=6
  R3459: concat(68,71) = 6871 -> J=7,H=8,B=1,A=6
  R3460: concat(68,72) = 6872 -> J=7,H=8,B=2,A=6
  R3461: concat(68,73) = 6873 -> J=7,H=8,B=3,A=6
  R3462: concat(68,74) = 6874 -> J=7,H=8,B=4,A=6
  R3463: concat(68,75) = 6875 -> J=7,H=8,B=5,A=6
  R3464: concat(68,79) = 6879 -> J=7,H=8,B=9,A=6
  R3465: concat(68,90) = 6890 -> J=9,H=8,B=0,A=6
  R3466: concat(68,91) = 6891 -> J=9,H=8,B=1,A=6
  R3467: concat(68,92) = 6892 -> J=9,H=8,B=2,A=6
  R3468: concat(68,93) = 6893 -> J=9,H=8,B=3,A=6
  R3469: concat(68,94) = 6894 -> J=9,H=8,B=4,A=6
  R3470: concat(68,95) = 6895 -> J=9,H=8,B=5,A=6
  R3471: concat(68,97) = 6897 -> J=9,H=8,B=7,A=6
  R3472: concat(69,01) = 6901 -> J=0,H=9,B=1,A=6
  R3473: concat(69,02) = 6902 -> J=0,H=9,B=2,A=6
  R3474: concat(69,03) = 6903 -> J=0,H=9,B=3,A=6
  R3475: concat(69,04) = 6904 -> J=0,H=9,B=4,A=6
  R3476: concat(69,05) = 6905 -> J=0,H=9,B=5,A=6
  R3477: concat(69,07) = 6907 -> J=0,H=9,B=7,A=6
  R3478: concat(69,08) = 6908 -> J=0,H=9,B=8,A=6
  R3479: concat(69,10) = 6910 -> J=1,H=9,B=0,A=6
  R3480: concat(69,12) = 6912 -> J=1,H=9,B=2,A=6
  R3481: concat(69,13) = 6913 -> J=1,H=9,B=3,A=6
  R3482: concat(69,14) = 6914 -> J=1,H=9,B=4,A=6
  R3483: concat(69,15) = 6915 -> J=1,H=9,B=5,A=6
  R3484: concat(69,17) = 6917 -> J=1,H=9,B=7,A=6
  R3485: concat(69,18) = 6918 -> J=1,H=9,B=8,A=6
  R3486: concat(69,20) = 6920 -> J=2,H=9,B=0,A=6
  R3487: concat(69,21) = 6921 -> J=2,H=9,B=1,A=6
  R3488: concat(69,23) = 6923 -> J=2,H=9,B=3,A=6
  R3489: concat(69,24) = 6924 -> J=2,H=9,B=4,A=6
  R3490: concat(69,25) = 6925 -> J=2,H=9,B=5,A=6
  R3491: concat(69,27) = 6927 -> J=2,H=9,B=7,A=6
  R3492: concat(69,28) = 6928 -> J=2,H=9,B=8,A=6
  R3493: concat(69,30) = 6930 -> J=3,H=9,B=0,A=6
  R3494: concat(69,31) = 6931 -> J=3,H=9,B=1,A=6
  R3495: concat(69,32) = 6932 -> J=3,H=9,B=2,A=6
  R3496: concat(69,34) = 6934 -> J=3,H=9,B=4,A=6
  R3497: concat(69,35) = 6935 -> J=3,H=9,B=5,A=6
  R3498: concat(69,37) = 6937 -> J=3,H=9,B=7,A=6
  R3499: concat(69,38) = 6938 -> J=3,H=9,B=8,A=6
  R3500: concat(69,40) = 6940 -> J=4,H=9,B=0,A=6
  R3501: concat(69,41) = 6941 -> J=4,H=9,B=1,A=6
  R3502: concat(69,42) = 6942 -> J=4,H=9,B=2,A=6
  R3503: concat(69,43) = 6943 -> J=4,H=9,B=3,A=6
  R3504: concat(69,45) = 6945 -> J=4,H=9,B=5,A=6
  R3505: concat(69,47) = 6947 -> J=4,H=9,B=7,A=6
  R3506: concat(69,48) = 6948 -> J=4,H=9,B=8,A=6
  R3507: concat(69,50) = 6950 -> J=5,H=9,B=0,A=6
  R3508: concat(69,51) = 6951 -> J=5,H=9,B=1,A=6
  R3509: concat(69,52) = 6952 -> J=5,H=9,B=2,A=6
  R3510: concat(69,53) = 6953 -> J=5,H=9,B=3,A=6
  R3511: concat(69,54) = 6954 -> J=5,H=9,B=4,A=6
  R3512: concat(69,57) = 6957 -> J=5,H=9,B=7,A=6
  R3513: concat(69,58) = 6958 -> J=5,H=9,B=8,A=6
  R3514: concat(69,70) = 6970 -> J=7,H=9,B=0,A=6
  R3515: concat(69,71) = 6971 -> J=7,H=9,B=1,A=6
  R3516: concat(69,72) = 6972 -> J=7,H=9,B=2,A=6
  R3517: concat(69,73) = 6973 -> J=7,H=9,B=3,A=6
  R3518: concat(69,74) = 6974 -> J=7,H=9,B=4,A=6
  R3519: concat(69,75) = 6975 -> J=7,H=9,B=5,A=6
  R3520: concat(69,78) = 6978 -> J=7,H=9,B=8,A=6
  R3521: concat(69,80) = 6980 -> J=8,H=9,B=0,A=6
  R3522: concat(69,81) = 6981 -> J=8,H=9,B=1,A=6
  R3523: concat(69,82) = 6982 -> J=8,H=9,B=2,A=6
  R3524: concat(69,83) = 6983 -> J=8,H=9,B=3,A=6
  R3525: concat(69,84) = 6984 -> J=8,H=9,B=4,A=6
  R3526: concat(69,85) = 6985 -> J=8,H=9,B=5,A=6
  R3527: concat(69,87) = 6987 -> J=8,H=9,B=7,A=6
  R3528: concat(70,12) = 7012 -> J=1,H=0,B=2,A=7
  R3529: concat(70,13) = 7013 -> J=1,H=0,B=3,A=7
  R3530: concat(70,14) = 7014 -> J=1,H=0,B=4,A=7
  R3531: concat(70,15) = 7015 -> J=1,H=0,B=5,A=7
  R3532: concat(70,16) = 7016 -> J=1,H=0,B=6,A=7
  R3533: concat(70,18) = 7018 -> J=1,H=0,B=8,A=7
  R3534: concat(70,19) = 7019 -> J=1,H=0,B=9,A=7
  R3535: concat(70,21) = 7021 -> J=2,H=0,B=1,A=7
  R3536: concat(70,23) = 7023 -> J=2,H=0,B=3,A=7
  R3537: concat(70,24) = 7024 -> J=2,H=0,B=4,A=7
  R3538: concat(70,25) = 7025 -> J=2,H=0,B=5,A=7
  R3539: concat(70,26) = 7026 -> J=2,H=0,B=6,A=7
  R3540: concat(70,28) = 7028 -> J=2,H=0,B=8,A=7
  R3541: concat(70,29) = 7029 -> J=2,H=0,B=9,A=7
  R3542: concat(70,31) = 7031 -> J=3,H=0,B=1,A=7
  R3543: concat(70,32) = 7032 -> J=3,H=0,B=2,A=7
  R3544: concat(70,34) = 7034 -> J=3,H=0,B=4,A=7
  R3545: concat(70,35) = 7035 -> J=3,H=0,B=5,A=7
  R3546: concat(70,36) = 7036 -> J=3,H=0,B=6,A=7
  R3547: concat(70,38) = 7038 -> J=3,H=0,B=8,A=7
  R3548: concat(70,39) = 7039 -> J=3,H=0,B=9,A=7
  R3549: concat(70,41) = 7041 -> J=4,H=0,B=1,A=7
  R3550: concat(70,42) = 7042 -> J=4,H=0,B=2,A=7
  R3551: concat(70,43) = 7043 -> J=4,H=0,B=3,A=7
  R3552: concat(70,45) = 7045 -> J=4,H=0,B=5,A=7
  R3553: concat(70,46) = 7046 -> J=4,H=0,B=6,A=7
  R3554: concat(70,48) = 7048 -> J=4,H=0,B=8,A=7
  R3555: concat(70,49) = 7049 -> J=4,H=0,B=9,A=7
  R3556: concat(70,51) = 7051 -> J=5,H=0,B=1,A=7
  R3557: concat(70,52) = 7052 -> J=5,H=0,B=2,A=7
  R3558: concat(70,53) = 7053 -> J=5,H=0,B=3,A=7
  R3559: concat(70,54) = 7054 -> J=5,H=0,B=4,A=7
  R3560: concat(70,56) = 7056 -> J=5,H=0,B=6,A=7
  R3561: concat(70,58) = 7058 -> J=5,H=0,B=8,A=7
  R3562: concat(70,59) = 7059 -> J=5,H=0,B=9,A=7
  R3563: concat(70,61) = 7061 -> J=6,H=0,B=1,A=7
  R3564: concat(70,62) = 7062 -> J=6,H=0,B=2,A=7
  R3565: concat(70,63) = 7063 -> J=6,H=0,B=3,A=7
  R3566: concat(70,64) = 7064 -> J=6,H=0,B=4,A=7
  R3567: concat(70,65) = 7065 -> J=6,H=0,B=5,A=7
  R3568: concat(70,68) = 7068 -> J=6,H=0,B=8,A=7
  R3569: concat(70,69) = 7069 -> J=6,H=0,B=9,A=7
  R3570: concat(70,81) = 7081 -> J=8,H=0,B=1,A=7
  R3571: concat(70,82) = 7082 -> J=8,H=0,B=2,A=7
  R3572: concat(70,83) = 7083 -> J=8,H=0,B=3,A=7
  R3573: concat(70,84) = 7084 -> J=8,H=0,B=4,A=7
  R3574: concat(70,85) = 7085 -> J=8,H=0,B=5,A=7
  R3575: concat(70,86) = 7086 -> J=8,H=0,B=6,A=7
  R3576: concat(70,89) = 7089 -> J=8,H=0,B=9,A=7
  R3577: concat(70,91) = 7091 -> J=9,H=0,B=1,A=7
  R3578: concat(70,92) = 7092 -> J=9,H=0,B=2,A=7
  R3579: concat(70,93) = 7093 -> J=9,H=0,B=3,A=7
  R3580: concat(70,94) = 7094 -> J=9,H=0,B=4,A=7
  R3581: concat(70,95) = 7095 -> J=9,H=0,B=5,A=7
  R3582: concat(70,96) = 7096 -> J=9,H=0,B=6,A=7
  R3583: concat(70,98) = 7098 -> J=9,H=0,B=8,A=7
  R3584: concat(71,02) = 7102 -> J=0,H=1,B=2,A=7
  R3585: concat(71,03) = 7103 -> J=0,H=1,B=3,A=7
  R3586: concat(71,04) = 7104 -> J=0,H=1,B=4,A=7
  R3587: concat(71,05) = 7105 -> J=0,H=1,B=5,A=7
  R3588: concat(71,06) = 7106 -> J=0,H=1,B=6,A=7
  R3589: concat(71,08) = 7108 -> J=0,H=1,B=8,A=7
  R3590: concat(71,09) = 7109 -> J=0,H=1,B=9,A=7
  R3591: concat(71,20) = 7120 -> J=2,H=1,B=0,A=7
  R3592: concat(71,23) = 7123 -> J=2,H=1,B=3,A=7
  R3593: concat(71,24) = 7124 -> J=2,H=1,B=4,A=7
  R3594: concat(71,25) = 7125 -> J=2,H=1,B=5,A=7
  R3595: concat(71,26) = 7126 -> J=2,H=1,B=6,A=7
  R3596: concat(71,28) = 7128 -> J=2,H=1,B=8,A=7
  R3597: concat(71,29) = 7129 -> J=2,H=1,B=9,A=7
  R3598: concat(71,30) = 7130 -> J=3,H=1,B=0,A=7
  R3599: concat(71,32) = 7132 -> J=3,H=1,B=2,A=7
  R3600: concat(71,34) = 7134 -> J=3,H=1,B=4,A=7
  R3601: concat(71,35) = 7135 -> J=3,H=1,B=5,A=7
  R3602: concat(71,36) = 7136 -> J=3,H=1,B=6,A=7
  R3603: concat(71,38) = 7138 -> J=3,H=1,B=8,A=7
  R3604: concat(71,39) = 7139 -> J=3,H=1,B=9,A=7
  R3605: concat(71,40) = 7140 -> J=4,H=1,B=0,A=7
  R3606: concat(71,42) = 7142 -> J=4,H=1,B=2,A=7
  R3607: concat(71,43) = 7143 -> J=4,H=1,B=3,A=7
  R3608: concat(71,45) = 7145 -> J=4,H=1,B=5,A=7
